utvec,dv,err,temp_degC,SM_EWT_meter,snow_EWT_meter,GSL_meter,UL_meter,date
2016.086182,-0.068300,0.204000,-11.788701,0.063588,0.004230,1277.331417,1369.613493,2016-02-02
2016.088989,-0.064900,0.208300,-11.475720,0.064264,0.004459,1277.332666,1369.616963,2016-02-03
2016.091675,-0.069100,0.201600,-11.232508,0.064943,0.004689,1277.333892,1369.620278,2016-02-04
2016.094482,-0.070500,0.198100,-10.986709,0.065565,0.004900,1277.335202,1369.623734,2016-02-05
2016.097168,-0.076100,0.198500,-10.892766,0.066157,0.005097,1277.336479,1369.627030,2016-02-06
2016.099976,-0.075700,0.197500,-10.856344,0.066741,0.005289,1277.337833,1369.630461,2016-02-07
2016.102661,-0.073000,0.197900,-10.751063,0.067264,0.005455,1277.339142,1369.633726,2016-02-08
2016.105347,-0.066300,0.201300,-10.577912,0.067770,0.005610,1277.340461,1369.636976,2016-02-09
2016.108154,-0.064400,0.204100,-10.328604,0.068214,0.005736,1277.341845,1369.640350,2016-02-10
2016.110840,-0.064400,0.198000,-10.034485,0.068631,0.005845,1277.343170,1369.643556,2016-02-11
2016.113647,-0.069500,0.193400,-9.748521,0.068985,0.005923,1277.344551,1369.646880,2016-02-12
2016.116333,-0.070400,0.191100,-9.471751,0.069290,0.005975,1277.345865,1369.650034,2016-02-13
2016.119141,-0.071900,0.189300,-9.338061,0.069556,0.005999,1277.347225,1369.653300,2016-02-14
2016.121826,-0.073400,0.189200,-9.269761,0.069771,0.005989,1277.348509,1369.656390,2016-02-15
2016.124512,-0.068700,0.194300,-9.173561,0.069992,0.005941,1277.349773,1369.659448,2016-02-16
2016.127319,-0.070500,0.197600,-9.040661,0.070199,0.005861,1277.351068,1369.662606,2016-02-17
2016.130005,-0.071700,0.192700,-8.997851,0.070413,0.005744,1277.352283,1369.665591,2016-02-18
2016.132812,-0.074700,0.189500,-8.900891,0.070613,0.005604,1277.353531,1369.668673,2016-02-19
2016.135498,-0.077800,0.188900,-8.705101,0.070809,0.005438,1277.354707,1369.671587,2016-02-20
2016.138306,-0.072300,0.187800,-8.481161,0.071010,0.005240,1277.355920,1369.674597,2016-02-21
2016.140991,-0.073600,0.188900,-8.411051,0.071197,0.005029,1277.357069,1369.677442,2016-02-22
2016.143677,-0.074800,0.192500,-8.380861,0.071387,0.004789,1277.358208,1369.680257,2016-02-23
2016.146484,-0.083000,0.194700,-8.304341,0.071563,0.004544,1277.359393,1369.683164,2016-02-24
